;job_title;job_type;location;median_salary
8881;service technician manufacturing;Full Time;Rogers, MN 55374;40320.0
8882;maintenance technician   lofts;Full Time;Raleigh, NC 27601;81600.0
8883;automative tecnology;Part Time;Orlando, FL 32809;58560.0
8886;route driver collector;Full Time;Washington, DC 20008;134400.0
8887;field service technician  mechanic;Full Time;Aurora, CO 80011;74880.0
8888;maintenance technician  property management  full time;Full Time;Canyon Crest, CA 92507;34560.0
8890;ups  clerk  part time  ups freight;nan;La Crosse, WI 54603;43200.0
8891;low voltage cabling specialist ii;Full Time;Washington, IL 61571;75840.0
8892;maintenance distribution systems tech  fork lift drivers;Full Time;Summerville, SC 29483;44640.0
8894;custodial shift supervisor  university of  facilities;Full Time;Denver, CO 80208;74880.0
8897;maintenance technician;Full Time;Des Moines, WA 98198;32640.0
8899;design engineer  audio visual;Full Time;Lanham, MD 20706;128160.0
8900;general laborer;Full Time;Camanche, IA 52730;23040.0
8901;automotive center manager;Full Time;Deptford, NJ 08096;79200.0
8902;part time package handlers  warehouse;Part Time;Miami Gardens, FL 33169;20160.0
8903;material handler;Full Time;Schaumburg, IL 60159;24960.0
8905;maintenance technician;Full Time;Sturgis, MI 49091;78720.0
8906;equipment mechanic;Full Time;Santa Rosa, CA 95407;52000.0
8907;maintenance mechanic;Full Time;Uhrichsville, OH 44683;73920.0
8908;automotive customer service advisor;Full Time;Bensalem, PA 19020;72000.0
8909;lawn technician;Full Time;Plainfield, IL 60585;33600.0
8910;field service technician;Full Time;Fort Lauderdale, FL 33302;86400.0
8911;part time warehouse associate order builder;Part Time;Knoxville, TN 37901;35520.0
8912;ups part time hub supervisor;nan;Oakland, CA 94621;52000.0
8915;automotive technicianmechanic;Full Time;Brunswick, GA 31522;28800.0
8916;plumbingmaintenancetechnician;Full Time;Sarasota, FL 34234;58560.0
8918;offshore riggers  wanted;Full Time;Broussard, LA 70518;96000.0
8919;hvac master service tech  dc metro;Full Time;Washington, DC 20004;134400.0
8920;metal fabricatorwelder;Full Time;Chicago Ridge, IL 60415;75840.0
8922;order fulfillment;Full Time;Belle Plaine, MN 56011;72000.0
8923;maintenance technician;Full Time;Columbus, OH 43215;33600.0
8924;lead special systems technician;Full Time;Kansas City, MO 64101;72000.0
8925;electrical controls technician;Full Time;Fort Mill, SC 29715;44640.0
8927;maintenance mechanic;Full Time;Liberty, NY 12754;76800.0
8928;landscape contractor;Full Time;Souderton, PA 18964;30720.0
8930;hvac technician  immediate openings;Full Time;Friendswood, TX 77546;71040.0
8932;customer service representative fuelerwasherdetailer;nan;Neenah, WI 54956;43200.0
8934;production coordinator;Full Time;Bradenton, FL 34203;58560.0
8935;nc precision machinist;Full Time;City Of Industry, CA 91748;52000.0
8936;mechanical engineer;nan;San Diego, CA 92101;52000.0
8937;diesel fuelerwasherdetailer  customer service representative;nan;Columbus, OH 43228;73920.0
8938;launch coordination engineer;Full Time;Chattanooga, TN 37416;35520.0
8939;hydraulic technician;Full Time;Fort Myers, FL 33913;58560.0
8940;groundskeeper   facility;Full Time;Lincoln University, PA 19352;72000.0
8941;maintenance supervisor;Full Time;Saint Louis, MO 63132;72000.0
8943;housekeeping;Part Time;Chippewa Falls, WI 54729;43200.0
8944;technician;Full Time;West Seneca, NY 14224;76800.0
8945;maintenance supervisor;Full Time;Middle City West, PA 19103;72000.0
8947;diesel mechanic;Full Time;Montclair, NJ 07042;79200.0
8948;diesel mechanic;Full Time;National City, CA 91950;54720.0
8949;shipping  recieving;Full Time;Kenilworth, NJ 07033;26880.0
8951;shop foreman;Full Time;North Wales, PA 19454;72000.0
8953;manager;Full Time;Summit, NJ 07901;76800.0
8955;maintenance technician;Full Time;Quincy, IL 62305;75840.0
8959;die cutter  expert stamper;Full Time;Nashua, NH 03063;64800.0
8960;pest control technician;Full Time;Manchester, TN 37355;35520.0
8963;assistant auto center manager;Full Time;Dover, DE 19901;24390.0
8964;maintenance manager;Full Time;East Chicago, IN 46312;83520.0
8965;production st shift labor;Full Time;Colorado Springs, CO 80916;7680.0
8967;cable technician;Full Time;Winchester, VA 22601;62400.0
8968;computer operator ii;Full Time;Springfield, VA 22153;115200.0
8970;customer service representative fuelerwasherdetailer;nan;Sheboygan, WI 53081;43200.0
8972;welding engineer  senior level;Full Time;Lutherville Timonium, MD 21093;128160.0
8973;automotive technicianmechanic;Full Time;Downers Grove, IL 60516;96000.0
8974;auto center manager;Full Time;Hayward, CA 94545;52000.0
8975;maintenance technician;Full Time;Indianapolis, IN 46201;83520.0
8976;launch manager;Full Time;Wellington, OH 44090;73920.0
8978;ups vehicle carwasher;nan;Wooster, OH 44691;73920.0
8979;manufacturing associate;Full Time;Claremont, NC 28610;81600.0
8980;noc administratorengineer;Full Time;San Antonio, TX 78258;71040.0
8983;maintenance technician;Full Time;Springdale, AR 72764;43200.0
8984;hvac journeyman master service tech;Full Time;Hagerstown, MD 21740;128160.0
8985;subsitute custodian;Part Time;Holmen, WI 54636;43200.0
8986;landscape foreman;Full Time;Glenside, PA 19038;28800.0
8987;cable technicians;Full Time;San Jose, CA 95101;52000.0
8988;lead lineman;Full Time;Wahpeton, ND 58075;177600.0
8989;journeyman building engineer  lead;Full Time;Walnut Creek, CA 94597;52000.0
8993;automotive customer service advisor;Full Time;Greensboro, NC 27408;81600.0
8994;seasonal rental representativeintern;nan;Memphis, TN 38133;35520.0
8995;os  cleaner;Full Time;Oldsmar, FL 34677;58560.0
8996;building maintenanceboiler mechanic;Full Time;Santa Cruz, CA 95060;52000.0
9001;field service technician;Full Time;Washington, DC 20002;134400.0
9002;maintenance electrician;Full Time;Garden City, NY 11530;76800.0
9004;machine operator;Full Time;Belmar, NJ 07719;24000.0
9005;machinist;Full Time;Pacoima, CA 91333;52000.0
9007;material handler;Full Time;Denver, CO 80216;74880.0
9008;facilities manager;Full Time;Jamaica, NY 11430;76800.0
9009;automotive body technician;Full Time;Gainesville, FL 32653;58560.0
9010;pest control technician;Full Time;Jacksonville, FL 32218;58560.0
9011;packaging machine operator ii day shift;Full Time;Columbus, OH 43217;73920.0
9012;ups operations supervisor  part time  ups freight;nan;Masury, OH 44438;73920.0
9013;diesel mechanic;Full Time;Rehoboth, MA 02769;100800.0
9014;automotive body technician;Full Time;Tampa, FL 33619;58560.0
9017;facilities maintenance;Full Time;Woodinville, WA 98072;24000.0
9018;operations  maintenance technician  area;Full Time;San Antonio, TX 78205;71040.0
9019;generator service technician ii;Full Time;Fort Worth, TX 76140;71040.0
9021;experienced diesel mechanictop pay offered;Full Time;West Palm Beach, FL 33407;58560.0
9022;apartment manager;Full Time;Mason City, IA 50401;37440.0
9023;copier technician;;Tonawanda, NY 14150;76800.0
9024;maintenance technician;Full Time;Rochester, NY 14623;76800.0
9025;service technician;Full Time;Nashville, TN 37203;35520.0
9026;satellite;Full Time;Austin, TX 78744;65280.0
9027;cnc mill machinist;Full Time;Grand Rapids, MI 49512;78720.0
9030;electrician;Full Time;Danville, VA 24541;115200.0
9032;equipment repair and maintenance technician;Full Time;Methuen, MA 01844;100800.0
9034;landscape superintendent;Full Time;Hopewell Township, NJ 08525;79200.0
9035;maintenance machinist;Full Time;Oakland, CA 94607;171840.0
9036;custodial positions;Per Diem;Columbus, IN 47201;83520.0
9037;tube laser operator;Full Time;Columbus, OH 43212;73920.0
9038;maintenance position;Full Time;Hollidaysburg, PA 16648;72000.0
9040;part time warehouse associateforklift operations;Part Time;Charleston, SC 29401;44640.0
9041;maintenance helper;Full Time;Anaheim, CA 92807;52000.0
9042;diesel mechanic;Full Time;East Orange, NJ 07017;81600.0
9044;assembly maintenance supervisor;Full Time;Birmingham, AL 35215;134400.0
9046;field service technician zone floater;Full Time;Albany, NY 12201;76800.0
9047;welders;;Horicon, WI 53032;43200.0
9048;mover;nan;Salt Lake City, UT 84116;124800.0
9051;grounds and custodial department;Full Time;Akron, OH 44308;73920.0
9052;janitorial;Full Time;Englewood, OH 45322;28800.0
9055;machine operator open;Full Time;Medina, OH 44256;73920.0
9057;field service engineerbring your aptitude for fixing electronics and make it your career;Full Time;Dallas, TX 75063;71040.0
9058;housekeeping supervisor;Full Time;Yonkers, NY 10704;76800.0
9059;plant managerfood processing;Full Time;Sioux City, IA 51101;5640.0
9063;low voltage wire  cable;Full Time;Spring Grove, IL 60081;27840.0
9066;strategic program estimator;Full Time;Salt Lake City, UT 84119;124800.0
9067;maintenance supervisor;Full Time;Federal Way, WA 98003;32640.0
9068;maintenance director;Full Time;Washington, DC 20015;134400.0
9070;maintenance technician;nan;West Chester, PA 19083;72000.0
9071;material control specialist;Full Time;Greer, SC 29651;48960.0
9074;express service technician;Full Time;State College, PA 16801;72000.0
9075;director of materials;Full Time;Tallahassee, FL 32301;172800.0
9076;cnc setup machinist lathemill;Full Time;Naples, FL 34104;58560.0
9080;electromechanical productionassembly technician;Full Time;Doral, FL 33172;58560.0
9081;field service;Full Time;Denver, CO 80239;38400.0
9082;packaging machine operator iii night shift;Full Time;Columbus, OH 43217;73920.0
9083;plastic process engineer;;Albion, IN 46701;83520.0
9086;temporary maintenance worker;Full Time;Vernon Hills, IL 60061;19200.0
9088;apartment maintenance technician ii;Full Time;Alvin, TX 77511;71040.0
9089;aseptic maintenance technician;Full Time;Newark, NJ 07105;79200.0
9092;cable tv technician;Full Time;Altoona, PA 16601;72000.0
9093;hvac preventative maintenance tech;Full Time;Gaithersburg, MD 20877;128160.0
9094;sales porter;;Cleveland, OH 44130;73920.0
9096;hvac;Full Time;Hatfield, PA 19440;72000.0
9098;express service technician;Full Time;Spartanburg, SC 29301;44640.0
9099;plantproduction management;Full Time;Conroe, TX 77303;71040.0
9100;housekeeper  phoebe services;Full Time;Allentown, PA 18104;72000.0
9102;automotive technician;Full Time;Memphis, TN 38141;35520.0
9105;maintenance technician;Full Time;Seaford, DE 19973;24390.0
9106;cnc machinist  nd shift;Full Time;New Brighton, MN 55112;52800.0
9107;sales reps wanted for sears;Full Time;West Chester, PA 19380;72000.0
9108;maintenance technician;Full Time;Jacksonville, FL 32202;30720.0
9109;route driver collector;Full Time;Washington, DC 20003;134400.0
9113;sales;Full Time;Springfield, PA 19064;72000.0
9117;maintenance electrical technician;Full Time;Brockport, NY 14420;50880.0
9118;bilingual field service technician;Full Time;Riverside, MO 64150;72000.0
9119;apartment maintenance technician;Full Time;South Sioux City, NE 68776;33600.0
9120;plant superintendent;Full Time;Worcester, MA 01602;115200.0
9121;machine operator manchaster;Full Time;Manchester, NH 03101;23040.0
9122;pipefitterjourneyman wa;Full Time;Mount Vernon, WA 98273;32640.0
9123;service technician;Full Time;Cape Girardeau, MO 63703;72000.0
9124;hvac service tech;Full Time;Oklahoma City, OK 73102;62400.0
9125;diesel mechanic;Full Time;Ringwood, NJ 07456;182400.0
9127;appliance technician;Full Time;Akron, OH 44312;62400.0
9128;maintenance mechanicelectrician;Full Time;Jacksonville, FL 32218;58560.0
9131;custodian;Full Time;Raymond, MS 39154;20160.0
9133;equipment detailer;Full Time;Lakeside, CA 92040;52000.0
9134;electronics technologist;Full Time;Manhattan, KS 66506;76800.0
9137;machinist;nan;North Canton, OH 44720;73920.0
9138;technician;Full Time;Magnolia, AR 71753;43200.0
9139;machinist;Full Time;Irvine, CA 92606;52000.0
9140;research device assembler and tester;Part Time;Rockville, MD 20850;128160.0
9142;fleet manager;Full Time;Jackson, NJ 08527;100800.0
9144;propane  sit down forklift operator;;Anaheim, CA 92801;19200.0
9146;landscaper;Full Time;Greenfield, IN 46140;23040.0
9147;maintenance technician;Full Time;San Jose, CA 95116;52000.0
9148;auto service technician  advanced;Full Time;Tuscaloosa, AL 35405;134400.0
9149;maintenance technician;Full Time;Saint Louis, MO 63120;72000.0
9150;apartment maintenance technician;Full Time;Sioux City, IA 51101;37440.0
9151;welding  fabrication manager;Full Time;Buffalo, NY 14205;76800.0
9153;janitorial services field supervisor;Full Time;Dayton, OH 45422;91200.0
9155;ups aircraft maintenance technician  jan;nan;Jackson, MS 39232;134400.0
9156;cut up superintendent;Full Time;Lillington, NC 27546;134400.0
9157;machine maintenance person;Full Time;North Canton, OH 44720;73920.0
9159;pest control technician;Full Time;Stockton, CA 95204;96000.0
9160;express service technician;Full Time;Des Moines, IA 50315;37440.0
9161;wanted hard working machine operators;Full Time;Pottstown, PA 19464;27840.0
9162;custodial services technicianuniversity of  facilities;Part Time;Denver, CO 80208;74880.0
9163;maintenance assistant;Full Time;Hackensack, NJ 07601;59520.0
9165;maintenance technician;Full Time;Columbia, SC 29210;44640.0
9169;sound designer;Full Time;Minnetonka, MN 55305;72000.0
9170;tooling technician;Full Time;Sanborn, NY 14132;76800.0
9172;auto mechanic;Full Time;La Mesa, CA 91942;48000.0
9173;field service technician;Full Time;Riverside, MO 64150;72000.0
9174;equipment mechanic;Full Time;Petaluma, CA 94954;52000.0
9175;maintenance technician;Full Time;Sioux City, IA 51106;37440.0
9176;pool service technician;Full Time;Gainesville, FL 32608;21120.0
9179;equipment mechanic electrical;Full Time;Arkadelphia, AR 71923;43200.0
9184;lawn technician;Full Time;Wauconda, IL 60084;33600.0
9185;vice president manufacturingoperations;Full Time;Greenville, SC 29601;44640.0
9186;cnc setupoperator;Full Time;Euclid, OH 44132;73920.0
9190;vice president of quality assurance;Full Time;Owasso, OK 74117;62400.0
9191;marine diesel technician;Full Time;Saint Petersburg, FL 33709;58560.0
9192;building maintenance technician;Full Time;Alexandria, VA 22304;127680.0
9194;production assistant;Full Time;Shrewsbury, MA 01545;25920.0
9197;production shift manager;Full Time;Morristown, TN 37813;35520.0
9198;operations manager;Full Time;Dayton, NJ 08810;122880.0
9199;supervisor;Full Time;Northborough, MA 01532;100800.0
9201;service technician;Full Time;Brooksville, FL 34613;58560.0
9202;chemist organic;Full Time;Mishawaka, IN 46545;76800.0
9203;print production specialist;Full Time;Sterling Heights, MI 48310;26880.0
9205;maintenance technician  apartment community;Full Time;Kansas City, MO 64111;72000.0
9206;service writercoordinator;Full Time;Fort Lauderdale, FL 33312;58560.0
9207;warranty adminstrator;Full Time;Omaha, NE 68127;33600.0
9208;production supervisor;Full Time;Hartland, WI 53029;43200.0
9209;automotive technician;Full Time;Madison Heights, MI 48071;78720.0
9211;cutter operator;Full Time;Kent, WA 98032;32640.0
9214;maintenance mechanic;;Harlan, IA 51537;37440.0
9215;vice president of operations;Full Time;Muskegon, MI 49441;78720.0
9216;sr maintenance technician;Full Time;Newbury Park, CA 91320;52000.0
9217;field service technician;Full Time;Birmingham, AL 35259;134400.0
9219;field service technician  forklift mechanic;Full Time;Wauconda, IL 60084;75840.0
9221;production workers;Full Time;Sioux City, IA 51106;37440.0
9222;ups pt air ramp supervisor;nan;Mather, CA 95655;52000.0
9223;custodian service worker  ohio wesleyan university  fulltime;Full Time;Delaware, OH 43015;73920.0
9226;custodial services lead worker   medical centerevs;Full Time;Winchester, VA 22601;115200.0
9228;operations analyst;Full Time;Charlotte, NC 28202;81600.0
9230;pharmaceutical maintenance mechanic;Full Time;King Of Prussia, PA 19406;72000.0
9232;grocery refrigerationenergy and facilities manager;Full Time;Earth City, MO 63045;72000.0
9233;packaging engineer  medical devicemedical packagingpharmaceutical packaging;Full Time;Vernon Hills, IL 60061;75840.0
9234;pallet equipment operator;Full Time;Preble, NY 13141;76800.0
9235;custodian service worker  chapman university;Part Time;Orange, CA 92866;52000.0
9236;cable technician level  through;Full Time;Santa Clara, CA 95054;36480.0
9237;building maintenance technician;Full Time;Minneapolis, MN 55430;72000.0
9239;electrician  ndrd shift;Full Time;Romeoville, IL 60446;75840.0
9241;maintenance techoperator;Full Time;Valparaiso, IN 46385;83520.0
9242;janitoriallight maintenance;Part Time;Tiffin, OH 44883;73920.0
9243;pt warehouse driver;Part Time;San Diego, CA 92111;52000.0
9244;manufacturing production manager;Full Time;San Diego, CA 92121;52000.0
9245;sales reps wanted for sears;Full Time;Exton, PA 19341;72000.0
9246;maintenance technician;Full Time;Houston, TX 77084;71040.0
9248;maintenance technician;Full Time;Fremont, CA 94538;52000.0
9249;service technician  tractors and trailers  mechanic;Full Time;Modena, WI 54755;43200.0
9252;field technician;Full Time;San Jose, CA 95124;52000.0
9253;operations analyst;Full Time;Charlotte, NC 28244;81600.0
9255;service technician;Full Time;Goodwell, OK 73939;62400.0
9256;assistant custodial manager  higher education;Full Time;Decatur, IL 62522;75840.0
9258;receiving associate;Full Time;Nashville, TN 37203;35520.0
9259;corporate safety administrator   tx;Full Time;Houston, TX 77012;71040.0
9260;maintenance technician;Full Time;Evansville, IN 47715;41280.0
9261;k compounding supervisor opportunity;Full Time;Edison, NJ 08837;65000.0
9263;lubetire tech;Full Time;Parker, CO 80134;74880.0
9264;entry level service technician;Full Time;Winona, MN 55987;72000.0
9265;assistant shop foreman;Full Time;North Wales, PA 19454;72000.0
9266;pest control technician;Full Time;Pigeon Forge, TN 37862;60480.0
9268;machinist;Full Time;Irvine, CA 92606;52000.0
9269;us solutions center microsoft specialist;Full Time;San Jose, CA 95131;52000.0
9270;ups pt offshift preload supervisor;nan;West Sacramento, CA 95691;52000.0
9271;regional maintenance midwest;Full Time;Melrose Park, IL 60163;75840.0
9273;ap mechanic;Full Time;Marana, AZ 85653;42240.0
9275;ups  part time preload supervisor;nan;Redmond, WA 98052;32640.0
9277;building maintenance technician;Full Time;Buffalo, NY 14226;76800.0
9278;burglar and fire alarm technician;Full Time;Euclid, OH 44132;73920.0
9279;grinder operator;Full Time;Osage City, KS 66523;76800.0
9281;custodian service worker  pci;Part Time;Philadelphia, PA 19114;72000.0
9282;director of facilities and property management;Full Time;New York City, NY 10271;76800.0
9285;maintenance supervisor;Full Time;Houston, TX 77084;71040.0
9289;hvac journeyman  master service tech;Full Time;Gaithersburg, MD 20877;128160.0
9292;plumber;Full Time;Phoenixville, PA 19460;93120.0
9296;wide web press operator assistant  hour   hour day and night shifts;Full Time;Schaumburg, IL 60173;28800.0
9298;facilities maintenance technician;Full Time;Clark, NJ 07066;79200.0
9300;senior equipment technician;Full Time;Huntington Station, NY 11746;44160.0
9301;designers assistant;Part Time;Austin, TX 78759;25920.0
9304;validation technician;Full Time;Brooklyn Park, MN 55445;72000.0
9306;production operator;Full Time;Budd Lake, NJ 07828;79200.0
9307;trailer mechanic;Full Time;Lowell, IN 46356;83520.0
9309;hvac service and;Full Time;Energy, IL 62933;25920.0
9310;pickerpacker;;Kent, WA 98032;35000.0
9312;low voltage technician cctvaccess control  firetechnician;Full Time;Dallas, TX 75223;71040.0
9313;full time position  immediate hire  no experience necessary;Full Time;Marlton, NJ 08053;79200.0
9315;maintenance worker;Full Time;Lansdale, PA 19446;72000.0
9318;autocad designer  sheet metal mfg engineer;Full Time;Columbia, SC 29202;121920.0
9319;millwrightindustrial mechanic;Full Time;Franklin Park, IL 60131;75840.0
9321;av systems;Full Time;Anaheim, CA 92805;52000.0
9322;express service technician;Full Time;Mary Esther, FL 32569;58560.0
9323;master scheduler;Full Time;Grandview, MO 64030;72000.0
9325;htp mechanic;Full Time;Charlotte, NC 28201;81600.0
9327;ups mechanic  trailer shop;nan;Santa Rosa, CA 95403;52000.0
9328;field service technician;Full Time;Alexandria, VA 22305;115200.0
9329;senior manager;Full Time;Westwood, MA 02090;100800.0
9330;equipment mechanic;Full Time;Napa, CA 94559;52000.0
9331;customer service  food manufacturing;;Oxnard, CA 93035;26880.0
9333;commercial service technician;Full Time;Cincinnati, OH 45220;33600.0
9334;electrical technician;Full Time;Little Falls, NJ 07424;42240.0
9335;irrigation technician;Full Time;Lees Summit, MO 64082;72000.0
9337;maintenance technician;Full Time;Lansdale, PA 19446;72000.0
9338;custodian service workerwinchester medical centerevs;Full Time;Winchester, VA 22601;115200.0
9339;automotive technicians;Full Time;Lexington, IL 61753;75840.0
9340;facilities maintenance manager;Full Time;Newport News, VA 23606;115200.0
9341;shop foreman;Full Time;Shakopee, MN 55379;72000.0
9342;landscaping estimator  project manager;Full Time;San Jose, CA 95126;52000.0
9343;calibration technician;Full Time;West Chester, PA 19380;72000.0
9345;countersorter;;Kent, WA 98032;21120.0
9346;machinist;Full Time;Wilmington, NC 28403;81600.0
9347;maintenance supervisor  citizens bank park;Part Time;Philadelphia, PA 19148;72000.0
9350;maintenance technician;Full Time;Schertz, TX 78154;38400.0
9352;maintenance supervisor;Full Time;La Conner, WA 98257;32640.0
9353;body shop estimator;Full Time;Delaware, OH 43015;73920.0
9354;maintenance technician;Full Time;Philadelphia, PA 19102;35520.0
9355;facilities manager;nan;Minneapolis, MN 55442;72000.0
9356;tower technician  foreman;Full Time;Livermore, CA 94550;52000.0
9359;manufacturing  distribution associates;Full Time;Sheridan, AR 72150;43200.0
9360;assistant electronic gameroom technician;Full Time;Citrus Heights, CA 95610;52000.0
9362;utility worker;Full Time;Fresno, CA 93721;21120.0
9363;building maintenance;Full Time;Bronx, NY 10461;76800.0
9367;first pressman;Full Time;Roanoke, VA 24019;115200.0
9368;diesel technician;Full Time;Valley Grove, WV 26060;103200.0
9370;assistant electronic gameroom technician;Full Time;Sacramento, CA 95815;52000.0
9371;warranty and parts specialist;Full Time;West Warwick, RI 02893;134400.0
9372;cleaning specialist;Part Time;Viroqua, WI 54665;43200.0
9373;quality engineer;Full Time;Sarasota, FL 34243;58560.0
9374;av field;Full Time;West Chester, PA 19382;72000.0
9375;assembly;Full Time;Fremont, CA 94538;20160.0
9376;lawn maintenance;Full Time;Butler, WI 53007;43200.0
9378;hvac experienced;Full Time;Wilmington, DE 19808;24390.0
9379;packaging machine operator;Full Time;Mount Laurel, NJ 08054;79200.0
9384;equipment supervisor;Full Time;Columbia City, IN 46725;83520.0
9385;hvac lead;Full Time;Houston, TX 77064;71040.0
9387;facilities maintenance;Full Time;Smyrna, TN 37167;35520.0
9388;att  directv;Full Time;Indianapolis, IN 46201;83520.0
9389;landscape superintendent;Full Time;Kirkwood Voorhees, NJ 08043;79200.0
9390;manual machinist;Full Time;Denver, CO 80239;33600.0
9391;maintenance technician  falls pointe at the park;Full Time;Durham, NC 27713;81600.0
9392;production manager;Full Time;Somerset, NJ 08873;79200.0
9395;general labor  moving  trimming;Part Time;Coon Valley, WI 54623;43200.0
9396;quality assurance manager;Full Time;Harleysville, PA 19438;72000.0
9397;production planner;Full Time;Henry, IL 61537;75840.0
9398;laborerswelders;Full Time;Warren, OH 44484;73920.0
9399;automotive technicianmechanic;Full Time;Lutz, FL 33549;76800.0
9404;material handler;Full Time;Greer, SC 29650;44640.0
9406;prepress supervisor;Full Time;Moorestown, NJ 08057;79200.0
9408;auto glass technician  technician trainee;;Chicopee, MA 01020;100800.0
9410;hvac journeyman master service tech  charles county;Full Time;La Plata, MD 20646;128160.0
9411;laborers;Full Time;Marengo, OH 43334;73920.0
9414;lawn care technician;Full Time;South St Paul, MN 55075;72000.0
9415;maintenance supervisor;Full Time;Albemarle, NC 28001;105600.0
9416;maintenance mechanic;Full Time;Sioux Center, IA 51250;37440.0
9417;electrician;Full Time;Klamath Falls, OR 97601;25440.0
9419;welder;Full Time;Raymond, MS 39154;35520.0
9420;general cleaners;Full Time;Suffolk, VA 23434;115200.0
9421;maintenance mechanic;Full Time;Medina, NY 14103;76800.0
9423;service technician;Full Time;Fishers, IN 46038;96000.0
9424;machine operator;Full Time;West Windsor, NJ 08550;32640.0
9425;small engine mechanic;Full Time;Mooresville, IN 46158;83520.0
9427;various positions;Full Time;Tiffin, OH 44883;73920.0
9431;commissary representative;Full Time;Saint Louis, MO 63132;72000.0
9432;facilities manager;Full Time;West Berlin, NJ 08091;96000.0
9433;landscape architect;Full Time;Lemont, IL 60439;67200.0
9434;maintenance technician;Full Time;Columbus, OH 43215;73920.0
9436;brazing  metal working technician;Full Time;Aurora, IL 60504;75840.0
9437;packaging operator;;Mooresville, NC 28115;17280.0
9442;area maintenance specialist;Full Time;Everett, WA 98208;32640.0
9443;warehouse solutions specialist;Full Time;Hayward, CA 94544;52000.0
9444;nissan service technician;Full Time;Evansville, IN 47715;83520.0
9448;packer;Full Time;King Of Prussia, PA 19406;21120.0
9450;driver;Full Time;Charlotte, NC 28201;81600.0
9453;machine technician;Full Time;Romeoville, IL 60446;32640.0
9458;assembly production associate;Full Time;Fort Wayne, IN 46808;83520.0
9465;maintenance electrician;Full Time;Montgomery, IL 60538;75840.0
9470;diesel mechanic;Full Time;Monmouth Junction, NJ 08852;79200.0
9471;wiring technician;Full Time;Omaha, NE 68107;11520.0
9472;sheet metal mechanic;Full Time;Nashville, TN 37203;35520.0
9473;onsite service technician;Full Time;West Sacramento, CA 95691;52000.0
9474;substation electrician florida;Full Time;Apopka, FL 32712;58560.0
9475;service technician;Full Time;Birmingham, AL 35209;134400.0
9481;production supervisor machine room;Full Time;Roaring Spring, PA 16673;72000.0
9483;operations supervisor;Full Time;Romeoville, IL 60446;75840.0
9484;strategic sourcing analyst;Full Time;Los Angeles, CA 90064;52000.0
9485;maintenance technician;Full Time;Porter Ranch, CA 91326;52000.0
9486;facilities supervisor;Full Time;San Diego, CA 92126;52000.0
9487;equipment mechanic electric;Full Time;Springdale, AR 72764;43200.0
9488;commercial hvac service technician;Full Time;Lake Bluff, IL 60044;153600.0
9489;maintenance lead technician;Full Time;Louisville, KY 40210;75360.0
9491;maintenance technician;Full Time;Lansing, IL 60438;75840.0
9492;utility technicianmechanical air conditioningrefrigeration;Full Time;West Point, PA 19486;72000.0
9495;maintenance engineer;Full Time;Tampa, FL 33601;58560.0
9496;warranty technician;Full Time;Knoxville, TN 37932;35520.0
9497;drillrouter operator  nd shift;Full Time;Monroeville, PA 15146;72000.0
9498;production worker;Full Time;Modesto, CA 95354;52000.0
9499;technician sr;Full Time;Liberty, SC 29657;44640.0
9501;automotive center manager;Full Time;Miami, FL 33180;58560.0
9502;equipment;Full Time;Tampa, FL 33601;58560.0
9505;production workers;Full Time;Sioux City, IA 51106;37440.0
9508;operations specialist  ny;Full Time;New York, NY 10080;76800.0
9509;electrical technician;Full Time;Ottumwa, IA 52501;37440.0
9515;machinistshop foreman;Full Time;Cleveland, OH 44110;36480.0
9516;home appliance service technician nyc area;Full Time;Brooklyn, NY 11201;76800.0
9517;general maintenance and repair;Full Time;Starke, FL 32091;58560.0
9519;turnaround lead plannerscheduler;Full Time;Philadelphia, PA 19145;72000.0
9520;test technician;Full Time;Salem, MA 01970;100800.0
9522;machinist;Full Time;Leetonia, OH 44431;31680.0
9523;assistant maintenance manger;Full Time;Mascot, TN 37806;35520.0
9525;grounds tdaapplicator;Full Time;Katy, TX 77492;43200.0
9527;cnc grinder;;Freeport, PA 16229;72000.0
9528;sales representative;Full Time;Brunswick, GA 31520;100000.0
9529;tool and die maker;Full Time;Faxon, PA 17701;72000.0
9532;electronic gameroom technician;Full Time;Everett, MA 02149;100800.0
9533;shop manager;Full Time;Alliance, OH 44601;73920.0
9534;diesel mechanic;Full Time;Kansas City, MO 64130;72000.0
9535;maintenance planner;Full Time;Charleston, SC 29456;44640.0
9536;helpdesk support analyst pos  retail;Full Time;New York City, NY 10001;129600.0
9538;sales reps wanted for sears;Full Time;Philadelphia, PA 19019;72000.0
9540;building maintenance technician;Full Time;Flushing, NY 11355;76800.0
9543;pipelayer;Full Time;West Palm Beach, FL 33401;35520.0
9544;field service technician;Full Time;Louisville, KY 40205;75360.0
9545;plane captain;Full Time;China Lake Nwc, CA 93555;27840.0
9550;assembly technician;Full Time;Newton, KS 67114;76800.0
9551;extrusion engineer;Full Time;Harleysville, PA 19438;72000.0
9553;maintenance technician;Full Time;Rhawnhurst, PA 19111;72000.0
9554;laboratory technican;Full Time;Kansas City, MO 64116;72000.0
9559;regulatory associate;Full Time;Harleysville, PA 19438;72000.0
9562;bindery technician;Full Time;Salt Lake City, UT 84112;22080.0
9563;maintenance technician;Full Time;Milwaukee, WI 53224;37440.0
9565;cnc machinist;Full Time;Hampton, VA 23661;115200.0
